title,company,location,salary,date_posted,link,screenshot_path,scraped_at
Looking for female spa worker for massage therapy (Vancouver),Not specified,Not specified,Not specified,Not specified,https://vancouver.craigslist.org/van/spa/d/vancouver-looking-for-female-spa-worker/7863577206.html,screenshots/Looking for female spa worker for massage therapy _20250706_025453.png,2025-07-06 02:54:57
